ID,Period,StudentAcademicLevel,StudentCategory,StudentLocation,FullTimePartTimeIndicator,AlumniChild,Ethnicity,Gender,ChurchAffiliation,CitizenshipCountry,InternationalIndicator,Continent,CountryResidency,DualCitizenship,ABDIndicator,USCitizensBreakdown
3203,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3204,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3205,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3206,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3207,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3208,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3209,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3210,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3211,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3212,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3213,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3214,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,Asian,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Dual Citizen,Not ABD,US Citizens Living Domestically
3215,2024 Fall,Graduate,Graduate,Online Campus,Full Time,Child of Alumni,White,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3216,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3217,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3218,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3219,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3220,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3221,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,Multi-Racial,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3222,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,Canada,Dual Citizen,ABD,US Citizens Living Abroad
3223,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3224,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3225,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3226,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3227,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,Hispanic/Latino,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3228,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3229,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3230,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3231,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3232,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3233,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3234,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3235,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,ABD,US Citizens Living Abroad
3236,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3237,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3238,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3239,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3240,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3241,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,Black or African American,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3242,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3243,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3244,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3245,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3246,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3247,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,Not Stated,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3248,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Roman Catholic,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3249,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3250,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Dual Citizen,Not ABD,US Citizens Living Domestically
3251,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3252,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,ABD,US Citizens Living Abroad
3253,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Reformed,United States of America,Not Intl,North America,United States of America,Dual Citizen,Not ABD,US Citizens Living Domestically
3254,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3255,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3256,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3257,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3258,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3259,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3260,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,Not Stated,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3261,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3262,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3263,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,Hispanic/Latino,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3264,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3265,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3266,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3267,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,ABD,US Citizens Living Abroad
3268,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3269,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3270,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3271,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3272,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,ABD,US Citizens Living Abroad
3273,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,Hispanic/Latino,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3274,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3275,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3276,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3277,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3278,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3279,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3280,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3281,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,Canada,Dual Citizen,Not ABD,US Citizens Living Domestically
3282,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3283,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3284,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3285,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3286,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3287,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3288,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3289,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3290,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3291,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,ABD,US Citizens Living Abroad
3292,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3293,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3294,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3295,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,ABD,US Citizens Living Abroad
3296,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3297,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3298,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,ABD,US Citizens Living Abroad
3299,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3300,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3301,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Dual Citizen,Not ABD,US Citizens Living Domestically
3302,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3303,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3304,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3305,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3306,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3307,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3308,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,Canada,Dual Citizen,Not ABD,US Citizens Living Domestically
3309,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3310,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3311,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3312,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3313,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3314,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3315,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3316,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3317,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3318,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3319,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3320,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3321,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,Black or African American,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,ABD,US Citizens Living Abroad
3322,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3323,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3324,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3325,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3326,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
3327,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
